SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_S11E05_005,1_S11E05_005_u,"Yeah, which is why it's okay.",0:02.730000,PENNY,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E05_060,1_S11E05_060_u,Wha... No!,0:02,PENNY,BBT,0.0,NONE,Disgust,Neutral,4.0,6.0
1_S11E05_156,1_S11E05_156_u,My ride home with you was hellish.,0:3.760000,LEONARD,BBT,1.0,PRO,Frustration,Happiness,3.0,8.0
1_S11E05_186,1_S11E05_186_u,What do we do when he turns six? Take him to the zoo and leave him there.,0:05.860000,LEONARD,BBT,0.0,NONE,Frustration,Neutral,5.0,5.0
1_S11E05_253,1_S11E05_253_u,Maybe there's something in the book that will help.,0:02.700000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E05_306,1_S11E05_306_u,"I used to make it appear in my pants, but HR said I had to stop doing that.",0:04.510000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E05_370,1_S11E05_370_u,"Leonard, what are you doing?",0:01,PENNY,BBT,0.0,NONE,Fear,Fear,4.0,4.0
1_S11E05_429,1_S11E05_429_u,"Yeah, Bernadette texted earlier. Raj is really getting on her nerves.",0:03.950000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E06_003,1_S11E06_003_u,"I'm not allowed to eat for 12 hours before my surgery, and I only got two more minutes.",0:04.310000,HOWARD,BBT,0.0,NONE,Fear,Fear,4.0,6.0
1_S11E06_019,1_S11E06_019_u,"He was cremated, and his remains were put in a baking soda volcano.",0:3.2,HOWARD,BBT,1.0,EMB,Ridicule,Neutral,2.0,7.0
1_S11E06_060,1_S11E06_060_u,Gift shop.,0:01,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E06_187,1_S11E06_187_u,"You want to lie down, watch a movie?",0:04.270000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E06_249,1_S11E06_249_u,"Well, you're... I can get the baby.",0:02.570000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E06_391,1_S11E06_391_u,How irresponsible do you all think I am?,0:03.130000,PENNY,BBT,0.0,NONE,Anger,Anger,4.0,6.0
1_S11E06_410,1_S11E06_410_u,"You were a terrible waitress, and we still asked you to get us a snack.",0:4.41,HOWARD,BBT,1.0,EMB,Ridicule,Fear,3.0,8.0
1_S11E07_112,1_S11E07_112_u,It doesn't even matter how many all-rounders you have.,0:02.424000,OTHER,BBT,0.0,NONE,Excitement,Neutral,6.0,6.0
1_S11E07_161,1_S11E07_161_u,I don't know. Poor Bert?,0:2.170000,PENNY,BBT,1.0,PRO,Ridicule,Sadness,3.0,8.0
1_S11E07_220,1_S11E07_220_u,I should get a haircut; this thing's going south fast.,0:02.200000,STUART,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S11E07_265,1_S11E07_265_u,"Sheldon, that was pretty rude.",0:01.600000,LEONARD,BBT,0.0,NONE,Sadness,Neutral,4.0,4.0
1_S11E07_271,1_S11E07_271_u,No! Get out of here!,0:02.160000,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_S11E07_381,1_S11E07_381_u,Bert asked for my help.,0:01.370000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E07_415,1_S11E07_415_u,Give him a chance. He's gonna get this.,0:02.760000,HOWARD,BBT,0.0,NONE,Excitement,Excitement,5.0,5.0
1_S11E08_005,1_S11E08_005_u,"Well, according to his text, he was on the second floor, then he stopped to tie his shoe.",0:06.170000,LEONARD,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S11E08_113,1_S11E08_113_u,"Yeah, just turn off your brain and let your uterus do its magic.",0:04.060000,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E08_137,1_S11E08_137_u,I don't know. Target practice?,0:3.37,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
1_S11E08_142,1_S11E08_142_u,Great. I want answers and he'd better give them to us.,0:03.300000,HOWARD,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S11E08_195,1_S11E08_195_u,I know. It was when I stubbed my toe.,0:04.240000,AMY,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S11E08_217,1_S11E08_217_u,"You know what, you like to think that you're just like Tesla, but the truth is you're exactly like Edison.",0:05.740000,LEONARD,BBT,0.0,NONE,Anger,Anger,4.0,6.0
1_S11E08_283,1_S11E08_283_u,Get to the point! Oh.,0:01.830000,PENNY,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_S11E08_305,1_S11E08_305_u,Be even better if he swapped out the helium for xenon.,0:02.924000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E08_351,1_S11E08_351_u,Yes. Why don't you run get me a can of Pringles.,0:03.870000,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E10_009,1_S11E10_009_u,"(knocking) Hey, you had unprotected sex with Howard. You deserve to be miserable.",0:05.737000,PENNY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_S11E10_062,1_S11E10_062_u,Why not hexadecimal?,0:01.600000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E10_143,1_S11E10_143_u,Stop apologizing!,0:01.100000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E10_228,1_S11E10_228_u,"while we're apart, can I see other needy Indian men?",0:3.603999,HOWARD,BBT,1.0,PRO,Ridicule,Sadness,2.0,8.0
1_S11E10_240,1_S11E10_240_u,"I forget, which mental hospital are you guys registered at?",0:6.705999,HOWARD,BBT,1.0,ILL,Ridicule,Neutral,3.0,7.0
1_S11E10_249,1_S11E10_249_u,"(sighs) Well, what's it gonna take? You want half my sandwich?",0:05.438000,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S11E10_297,1_S11E10_297_u,"Oh, okay. Sorry. I wasn't ready for it. Try again.",0:03.468000,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,4.0
1_S11E10_309,1_S11E10_309_u,Then you never saw any other people?,0:2.736000,PENNY,BBT,1.0,PRO,Disgust,Surprise,3.0,7.0
1_S11E10_337,1_S11E10_337_u,"Wow, this conversation got mean fast.",0:03.135000,STUART,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S11E10_432,1_S11E10_432_u,I'll catch up with you guys. Okay.,0:02.001000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E10_461,1_S11E10_461_u,"Decaf, genius. (clears throat)",0:02.301000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,4.0
1_S11E11_024,1_S11E11_024_u,Why are you smoking meat?,0:01.300000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E11_055,1_S11E11_055_u,"I have an extra ticket to the opening of The Last Jedi tonight. It was gonna be Howard's, but you can have it.",0:05.170000,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,6.0
1_S11E11_077,1_S11E11_077_u,I don't know.,0:00.833000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E11_098,1_S11E11_098_u,"Aw, the people's pajamas have little horses on them, and the horses' have little people.",0:05.937000,PENNY,BBT,0.0,NONE,Happiness,Neutral,6.0,5.0
1_S11E11_127,1_S11E11_127_u,Great. Can you bring a few things?,0:02.734000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E11_182,1_S11E11_182_u,"Oh, fun. Can I help?",0:02.100000,PENNY,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E11_217,1_S11E11_217_u,"Great, 'cause it's tomorrow, and I need you to plan it.",0:03.669000,HOWARD,BBT,0.0,NONE,Excitement,Excitement,6.0,7.0
1_S11E11_301,1_S11E11_301_u,"No, the fern. The one in the bathroom.",0:02.735000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E11_343,1_S11E11_343_u,"Oh, grow up.",0:01.033000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E11_403,1_S11E11_403_u,"Ooh, I want to see the birthday girl.",0:01.600000,PENNY,BBT,0.0,NONE,Excitement,Excitement,7.0,8.0
1_S11E12_038,1_S11E12_038_u,That's funny. I always thought Howard was nature's way of saying  the Wolowitz line ends here,0:3.804000,RAJ,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
1_S11E12_237,1_S11E12_237_u,Why can't Amy drive you?,0:01.468000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E12_279,1_S11E12_279_u,"Yeah, did Sheldon send it to you?",0:02.637000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E12_290,1_S11E12_290_u,I don't think they're acting.,0:2.035999,LEONARD,BBT,1.0,ILL,Ridicule,Surprise,4.0,7.0
1_S11E13_001,1_S11E13_001_u,Newspapers? Did you find a portal back to the 1990s?,0:3.971,LEONARD,BBT,1.0,PRO,Ridicule,Surprise,4.0,8.0
1_S11E13_211,1_S11E13_211_u,"Wow, I didn't think anything could top last night's spelling bee, but here comes math.",0:4.871,PENNY,BBT,1.0,EMB,Frustration,Excitement,4.0,7.0
1_S11E18_206,1_S11E18_206_u,I didn't know that came in a boys' medium.,0:2.602999,RAJ,BBT,1.0,PRO,Ridicule,Surprise,4.0,6.0
1_S11E19_030,1_S11E19_030_u,"Except for you, Sheldon. You're eating crow.",0:2.802999,RAJ,BBT,1.0,PRO,Ridicule,Neutral,3.0,8.0
1_S11E19_143,1_S11E19_143_u,The drone or your stupid robot show,0:2.000999,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,8.0
1_S11E20_143,1_S11E20_143_u,"Oh, just about who you're marrying.",0:2.603000,PENNY,BBT,1.0,PRO,Ridicule,Neutral,3.0,8.0
1_S11E20_332,1_S11E20_332_u,And alive?,0:3.137000,HOWARD,BBT,1.0,ILL,Ridicule,Surprise,3.0,8.0
1_S11E21_080,1_S11E21_080_u,Is it your teen years?,0:2.809999,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,7.0
1_S11E22_069,1_S11E22_069_u,"Mm. Well, I've got a push-up bra I can loan you that always gets me free drinks.",0:5.104999,PENNY,BBT,1.0,PRO,Ridicule,Neutral,2.0,8.0
1_S11E22_149,1_S11E22_149_u,"If there's someone more relentless than you, I'd like to meet them.",0:3.638,HOWARD,BBT,1.0,ILL,Frustration,Excitement,4.0,8.0
1_S11E22_205,1_S11E22_205_u,No. I'm just sitting here at my desk typing on my computer for nothing.,0:5.239000,LEONARD,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
1_S11E22_260,1_S11E22_260_u,Step one is flunk out of art school.,0:3.37,STUART,BBT,1.0,PRO,Ridicule,Neutral,3.0,6.0
1_S11E24_338,1_S11E24_338_u,"Oh, science? Shocking!",0:3.537,PENNY,BBT,1.0,ILL,Anger,Excitement,3.0,8.0
1_S12E01_111,1_S12E01_111_u,This is the news. And that was a woman torn between two hunky vampires.,0:05.871000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E01_139,1_S12E01_139_u,You happy? You smell like Amy's dad.,0:2.269,PENNY,BBT,1.0,PRO,Disgust,Neutral,3.0,8.0
1_S12E01_248,1_S12E01_248_u,"You know, I cut you a lot of slack cause you come from another country, but you've been here a long time.",0:6.072999,HOWARD,BBT,1.0,EMB,Disgust,Happiness,4.0,8.0
1_S12E01_268,1_S12E01_268_u,What are you gonna do? He's from another country.,0:7.339999,HOWARD,BBT,1.0,ILL,Frustration,Happiness,4.0,8.0
1_S12E01_274,1_S12E01_274_u,Just let it go.,0:01.733000,AMY,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S12E01_297,1_S12E01_297_u,for a successful day of ballbusting.,0:3.637000,PENNY,BBT,1.0,EMB,Anger,Happiness,2.0,8.0
1_S12E01_325,1_S12E01_325_u,You called him Mike Tyson's little sister.,0:03.502000,HOWARD,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_S12E01_332,1_S12E01_332_u,"Oh, please, you're just the right amount of bearing.",0:3.871000,PENNY,BBT,1.0,PRO,Ridicule,Sadness,4.0,7.0
1_S12E01_339,1_S12E01_339_u,"Me, too.",0:5.305,PENNY,BBT,1.0,ILL,Disgust,Happiness,4.0,8.0
1_S12E02_105,1_S12E02_105_u,Are you sure she wasn't trying to breathe life back into him?,0:4.404,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
1_S12E02_118,1_S12E02_118_u,Is she into you or does she just hate her parents?,0:3.102999,HOWARD,BBT,1.0,ILL,Ridicule,Sadness,3.0,8.0
1_S12E02_204,1_S12E02_204_u,Of course he knows what it is. He's the smartest man in the world.,0:4.571,PENNY,BBT,1.0,ILL,Ridicule,Neutral,4.0,8.0
1_S12E02_228,1_S12E02_228_u,"If you're asking if you and Amy should spend the next couple days running all over town searching for the next clue, I'm gonna have to say yes.",0:9.509,HOWARD,BBT,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S12E02_262,1_S12E02_262_u,Riveting.,0:2.001999,AMY,BBT,1.0,ILL,Frustration,Excitement,3.0,7.0
1_S12E02_274,1_S12E02_274_u,"Or you can ask me, the geologist who won the MacArthur Genius Grant.",0:3.904,OTHER,BBT,1.0,PRO,Sadness,Excitement,4.0,8.0
1_S12E02_358,1_S12E02_358_u,Wow. Gentile moms are tough.,0:3.003,HOWARD,BBT,1.0,PRO,Ridicule,Surprise,3.0,8.0
1_S12E02_385,1_S12E02_385_u," And if not, swing by the chocolate factory and see if they're hiring.",0:5.904999,HOWARD,BBT,1.0,ILL,Ridicule,Neutral,4.0,8.0
1_S12E02_433,1_S12E02_433_u,- We wrote you a special thank you note. - Oh.,0:03.235000,AMY,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S12E02_443,1_S12E02_443_u,I'm no longer happy.,0:02.267000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,4.0,7.0
1_S12E02_466,1_S12E02_466_u,Do your 63 other crayon friends know you're out?,0:2.036000,OTHER,BBT,1.0,EMB,Ridicule,Neutral,3.0,7.0
1_S12E02_471,1_S12E02_471_u,"Yeah, I'm in the mood for orange chicken.",0:2.469999,OTHER,BBT,1.0,ILL,Ridicule,Neutral,4.0,7.0
1_S12E03_061,1_S12E03_061_u,You'’re the one who said you wanted to read more.,0:02.481000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E03_095,1_S12E03_095_u,He sent us that Indian marriage questionnaire.,0:02.525000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E03_101,1_S12E03_101_u,"Great, so your church is Our Lady of the Stretchy Pants.",0:4.004,LEONARD,BBT,1.0,EMB,Ridicule,Neutral,2.0,8.0
1_S12E03_118,1_S12E03_118_u,"Well, I did take care of Sheldon for 15 years, and he only bite me once",0:2.480000,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,2.0,9.0
1_S12E03_174,1_S12E03_174_u,I get that.,0:01.567000,PENNY,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S12E03_239,1_S12E03_239_u,"I told him it was dumb, and now he'’s mad at me.",0:04.047000,HOWARD,BBT,0.0,NONE,Sadness,Neutral,4.0,4.0
1_S12E03_263,1_S12E03_263_u,"No. No. No, no. No, no, no, no, no, no, no, no.",0:02.872000,PENNY,BBT,0.0,NONE,Fear,Fear,3.0,5.0
1_S12E03_310,1_S12E03_310_u,Although that cinnamon roll does smell good if you'’re open to halfsies.,0:04.309000,RAJ,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E03_337,1_S12E03_337_u,They will find other friends.,0:02.872000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E03_338,1_S12E03_338_u,"Oh, sure, '’cause Sheldon'’s DNA plus my DNA equals a kid who knows how to make friends. Grow up!",0:5.309999,AMY,BBT,1.0,PRO,Anger,Happiness,3.0,8.0
1_S12E03_380,1_S12E03_380_u,Really? We'’re joking about this now?,0:03.395000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_S12E03_410,1_S12E03_410_u,Oh. We can'’t use that. That was the theme of my parents'’ divorce.,0:4.57,RAJ,BBT,1.0,PRO,Ridicule,Sadness,3.0,8.0
1_S12E03_449,1_S12E03_449_u,"Oh, my God. You bought me the Batmobile?!",0:02.524000,LEONARD,BBT,0.0,NONE,Surprise,Surprise,7.0,8.0
1_S12E04_003,1_S12E04_003_u,"Wait, I'm still in them, right?",0:2.569,AMY,BBT,1.0,PRO,Ridicule,Surprise,4.0,7.0
1_S12E04_027,1_S12E04_027_u,"I didn't just drink the crazy milk, I bought the crazy cow.",0:7.341999,AMY,BBT,1.0,EMB,Frustration,Sadness,3.0,8.0
1_S12E04_040,1_S12E04_040_u,Tell us the truth. Did she get you pregnant?,0:2.735,PENNY,BBT,1.0,PRO,Disgust,Surprise,2.0,7.0
1_S12E04_055,1_S12E04_055_u,"Yeah, so did the koala.",0:02.134000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_070,1_S12E04_070_u,"Okay, listen, I'm really worried about this whole Raj thing.",0:02.609000,PENNY,BBT,0.0,NONE,Fear,Fear,4.0,6.0
1_S12E04_076,1_S12E04_076_u,"I looked online. She doesn't have an Instagram, which means she's either 80 or something's wrong with her.",0:4.459999,PENNY,BBT,1.0,PRO,Ridicule,Disgust,3.0,8.0
1_S12E04_102,1_S12E04_102_u,this is a safe space-- it's okay to be vulnerable.,0:02.701000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_204,1_S12E04_204_u,"Oh, I've been trying to get in touch with him, but I never heard back. Is he okay?",0:03.335000,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_233,1_S12E04_233_u,How did I betray you?,0:01.333000,OTHER,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_S12E04_242,1_S12E04_242_u,Were there no other kids in Texas?,0:2.168,HOWARD,BBT,1.0,PRO,Disgust,Surprise,4.0,8.0
1_S12E04_249,1_S12E04_249_u,"You know, I was curious to find out what Tam had done wrong.",0:03.068000,LEONARD,BBT,0.0,NONE,Excitement,Excitement,4.0,6.0
1_S12E04_276,1_S12E04_276_u,"So, what do you want to know?",0:01.332000,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_456,1_S12E04_456_u,All I see is a yellow smudge.,0:02.434000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E05_030,1_S12E05_030_u,"Hmm, yeah, but somehow, you manage.",0:1.836000,RAJ,BBT,1.0,PRO,Disgust,Neutral,4.0,6.0
1_S12E05_054,1_S12E05_054_u,"Oh, the helmet will sense that and stop the experiment.",0:02.834000,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E05_110,1_S12E05_110_u,Yeah. I already got a man for that.,0:3.904,PENNY,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
1_S12E05_134,1_S12E05_134_u,"First of all, I've totally done karaoke with a rock star.",0:04.837000,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,6.0
1_S12E06_010,1_S12E06_010_u,Did you know the Michael Myers mask from the film was actually a Captain Kirk mask turned inside out?,0:04.202000,LEONARD,BBT,0.0,NONE,Excitement,Neutral,6.0,5.0
1_S12E06_016,1_S12E06_016_u,Says the man with a giant belt buckle and a dickey.,0:3.370000,LEONARD,BBT,1.0,PRO,Disgust,Neutral,3.0,8.0
1_S12E06_027,1_S12E06_027_u,All the time? I only remember being invited to one.,0:02.434000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E06_088,1_S12E06_088_u,Maybe he's cranky because he's off his bathroom schedule.,0:2.859,RAJ,BBT,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S12E06_111,1_S12E06_111_u,"You get that I'm wearing a corset because of you, not because I'm tired of breathing?",0:04.402000,AMY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_S12E06_229,1_S12E06_229_u,Really? We're still doing this?,0:01.400000,PENNY,BBT,0.0,NONE,Surprise,Surprise,5.0,6.0
1_S12E06_287,1_S12E06_287_u,It was. And I'm sorry about earlier.,0:02.700000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,4.0,4.0
1_S12E06_316,1_S12E06_316_u,"Hmm. Look at you, improving on perfection. How so?",0:4.071000,AMY,BBT,1.0,EMB,Ridicule,Surprise,4.0,7.0
1_S12E06_412,1_S12E06_412_u,That's what you said about the butterfly pavilion at the zoo.,0:3.537,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,8.0
1_S12E07_005,1_S12E07_005_u,"I'm gonna hook up the garden hose, so it has running water.",0:02.600000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,4.0
1_S12E07_060,1_S12E07_060_u,You sound like my wife just before she asked me to go to Coachella.,0:5.638999,LEONARD,BBT,1.0,EMB,Disgust,Neutral,3.0,7.0
1_S12E07_092,1_S12E07_092_u,a little swagger in your step?,0:01.566000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,5.0,5.0
1_S12E07_105,1_S12E07_105_u,"Should we form a line, or just do it like we're bobbing for apples?",0:3.937000,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,2.0,8.0
1_S12E07_147,1_S12E07_147_u,"Hmm. But you're not, are you?",0:03.802000,PENNY,BBT,0.0,NONE,Excitement,Excitement,4.0,6.0
1_S12E07_169,1_S12E07_169_u,"You know, if it's that easy, then why does Leonard have to drive you to work every day?",0:04.102000,PENNY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
1_S12E07_264,1_S12E07_264_u,(whining): It's just so hard!,0:01.533000,LEONARD,BBT,0.0,NONE,Frustration,Frustration,3.0,7.0
1_S12E07_424,1_S12E07_424_u,What was the case?,0:01.900000,HOWARD,BBT,0.0,NONE,Excitement,Neutral,6.0,6.0
1_S12E07_443,1_S12E07_443_u,I have no idea.,0:01.399000,LEONARD,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
1_S12E08_006,1_S12E08_006_u,"Well, how would you guys feel about going to India for my wedding?",0:03.735000,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S12E08_023,1_S12E08_023_u,"Yeah. And my mom loves Penny, which is weird, because I never knew she could love.",0:4.771999,LEONARD,BBT,1.0,EMB,Sadness,Happiness,2.0,8.0
1_S12E08_071,1_S12E08_071_u,It doesn't have to be tonight.,0:02,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E08_098,1_S12E08_098_u,"Yeah, you're gonna need to show your work on that.",0:2.436,AMY,BBT,1.0,PRO,Frustration,Neutral,3.0,7.0
1_S12E08_103,1_S12E08_103_u,Which is perfect.,0:2.102000,AMY,BBT,1.0,PRO,Frustration,Neutral,4.0,6.0
1_S12E08_135,1_S12E08_135_u,"He's our friend. What's up, pal?",0:03.535000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E08_445,1_S12E08_445_u,(chuckles) Couldn't think of a single reason not to.,0:4.192,AMY,BBT,1.0,ILL,Frustration,Happiness,4.0,7.0
1_S12E09_005,1_S12E09_005_u,"How about that? There is an ""I"" in ""team.""",0:2.301999,AMY,BBT,1.0,EMB,Anger,Neutral,3.0,8.0
1_S12E09_081,1_S12E09_081_u,"Well, I am shocked, Sheldon, because I totally believed that the woman you reported for being stingy with the peas couldn't keep her hands off you.",0:8.909,LEONARD,BBT,1.0,ILL,Ridicule,Surprise,2.0,8.0
1_S12E09_090,1_S12E09_090_u,You mean the last two minutes or the last 20 years?,0:2.769,LEONARD,BBT,1.0,PRO,Frustration,Neutral,3.0,8.0
1_S12E09_103,1_S12E09_103_u,It just got more fun.,0:1.667999,LEONARD,BBT,1.0,PRO,Ridicule,Happiness,3.0,7.0
1_S12E09_175,1_S12E09_175_u,"All right, great, can we go?",0:01.233000,PENNY,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
1_S12E09_207,1_S12E09_207_u,Okay.,0:01.833000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E09_307,1_S12E09_307_u,"What, the alphabet?",0:2.335000,OTHER,BBT,1.0,PRO,Anger,Surprise,4.0,8.0
1_S12E09_369,1_S12E09_369_u,"All right, well, they're already dead. There's nothing we can do.",0:2.628999,PENNY,BBT,1.0,ILL,Ridicule,Sadness,3.0,8.0
1_S12E09_413,1_S12E09_413_u,Like I don't care at all.,0:03.301000,PENNY,BBT,0.0,NONE,Sadness,Sadness,4.0,3.0
1_S12E10_076,1_S12E10_076_u,You or the steak?,0:02.568000,PENNY,BBT,0.0,NONE,Surprise,Neutral,5.0,5.0
1_S12E10_195,1_S12E10_195_u,Why is it all in the living room?,0:03.234000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E10_245,1_S12E10_245_u,"And when I was little and my dog died, my mom sat me down and very gently told me that she wished the truck had hit my dad instead.",0:6.740000,LEONARD,BBT,1.0,EMB,Disgust,Neutral,2.0,9.0
1_S12E11_002,1_S12E11_002_u,- A waste of champagne?,0:3.002999,PENNY,BBT,1.0,PRO,Disgust,Neutral,4.0,8.0
1_S12E11_072,1_S12E11_072_u,"No offense, worker bees.",0:1.801000,OTHER,BBT,1.0,ILL,Disgust,Neutral,4.0,7.0
1_S12E11_190,1_S12E11_190_u,"Well, you really managed to capture my voice.",0:4.771000,AMY,BBT,1.0,ILL,Frustration,Happiness,3.0,7.0
1_S12E11_199,1_S12E11_199_u,"""Pretty well""?",0:2.335999,RAJ,BBT,1.0,ILL,Disgust,Surprise,4.0,7.0
1_S12E12_043,1_S12E12_043_u,"I open the door and say, ""Hey, Raj.""",0:3.09,HOWARD,BBT,1.0,PRO,Disgust,Excitement,4.0,7.0
1_S12E12_266,1_S12E12_266_u,You went to college.,0:2.742000,LEONARD,BBT,1.0,ILL,Disgust,Surprise,4.0,7.0
1_S12E12_281,1_S12E12_281_u,but... thank you for saying it out loud.,0:3.742999,PENNY,BBT,1.0,ILL,Disgust,Happiness,3.0,7.0
1_S12E13_088,1_S12E13_088_u,"Well, I know how to do the dishes. Just, sometimes I'm tired.",0:3.737,PENNY,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
1_S12E13_224,1_S12E13_224_u," Yeah, who remembers the guy who was trying to find India and discovered America instead?",0:4.926000,HOWARD,BBT,1.0,PRO,Ridicule,Surprise,4.0,8.0
1_S12E14_125,1_S12E14_125_u,"including the rare ""DayQuilt"" misprint from 1996.",0:3.336999,OTHER,BBT,1.0,PRO,Disgust,Excitement,3.0,8.0
1_S12E14_152,1_S12E14_152_u,It's nice they found each other.,0:5.405000,RAJ,BBT,1.0,ILL,Disgust,Happiness,3.0,7.0
1_S12E15_013,1_S12E15_013_u,"Yeah, and we don't find it weird at all.",0:2.669000,PENNY,BBT,1.0,ILL,Disgust,Excitement,4.0,7.0
1_S12E15_064,1_S12E15_064_u,"Oh, yeah, I would have forgotten, except for those nonrefundable airline tickets to India I bought.",0:5.872000,HOWARD,BBT,1.0,PRO,Ridicule,Sadness,3.0,8.0
1_S12E15_351,1_S12E15_351_u,"Well, I took a nap next to Hot Dog on a Stick. What do you think?",0:3.671000,PENNY,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
